,name,age,anual_salary,credit_card_number,credit_score,credit_limitation,transaction_status,partial_payment,credit_balance
12167,Yannick Pandor,64,3408300,9695012545689189,506,6604050,2719276,2720,2716556
12168,Park Jung Bin,52,3013100,6862868328210709,392,5217514,2200913,220092,1980821
12169,Alfonso Pastor,39,2264900,4569033320895248,284,3905587,906116,906116,0
12170,Tim Paterok,60,4867800,5151377879292317,627,8879175,2962861,296287,2666574
12171,Omari Patrick,37,3801600,6880386562313772,399,6249750,4123326,0,4123326
12172,Maxime Pattier,43,1040700,5006435306294898,193,2090255,825602,0,825602
12173,Tim Payne,49,4362500,7848843389869430,550,8142246,5320364,0,5320364
12174,Alex Pearce,47,2244100,4936662905124478,327,4297974,2579936,257994,2321942
12175,Mateo Pellegrino,38,3928700,9146012506466118,382,5699749,3463933,3463933,0
12176,Nicholas Pennington,58,1492600,5111027234649838,379,3878023,2106290,0,2106290
12177,Grenddy Perozo,66,548300,3726639249865005,294,2598070,571171,0,571171
12178,Kévin Perrot,54,2794500,9095382444462217,377,5101441,4224128,0,4224128
12179,Taylor Perry,43,2358000,7350957124559506,308,3959883,3598480,360,3598120
12180,Noah Persson,26,4758000,8610492102269557,403,6554034,62265,0,62265
12181,Andrei Peteleu,55,4207600,6799634877229523,523,7427734,5050535,50506,5000029
12182,Oliver Petersen,57,3046100,7334041945815600,437,5876936,3519205,351921,3167284
12183,Luca Petrasso,44,556400,9974016938464736,186,1670190,51350,5135,46215
12184,Dylan Pierias,41,301400,7322951164571620,158,1169701,456327,0,456327
12185,Ignacio Pintos,68,4100700,8443363103257298,612,8032583,848186,0,848186
12186,Lenny Pirringuel,63,3087200,8704771013904168,513,6589879,5164020,516402,4647618
12187,Luke Plange,34,4026000,4473841217310262,417,6414703,1564520,1565,1562955
12188,Sandro Plechaty,45,2713300,3948498052633167,343,5046154,2909221,2909221,0
12189,Marco Pompetti,23,4238100,8581765304600400,329,5992443,255878,25588,230290
12190,Vlad Pop,53,4985200,8189227185327291,584,8866175,2969157,0,2969157
12191,Alexandar Popović,62,1073400,6066880026927994,371,3572867,3050122,0,3050122
12192,Darren Pratley,59,3533600,8014308075509660,542,7094252,6302112,631,6301481
12193,Aaron Pressley,68,2490100,3312409534741843,472,5302578,3395461,3395461,0
12194,Bjarne Pudel,38,4541600,5628796673291108,415,6477269,2382684,23827,2358857
12195,Jarell Quansah,23,2993600,9625877625169827,250,4392890,3739479,3740,3735739
12196,Javier Quiroz,37,3801400,7129359612109591,451,6294300,1757129,176,1756953
12197,Sidney Raebiger,58,541300,7062289738295080,273,2181975,713173,71318,641855
12198,Santiago Ramos Mingo,23,4204400,7937764200436610,348,6036881,1658996,16590,1642406
12199,Jonathan Rasheed,67,327600,6466807814488658,255,1948195,276555,2766,273789
12200,Petar Ratkov,31,3418900,8172460336197072,315,5433973,431297,4313,426984
12201,George Ray,33,2426800,8181322353840010,282,3833832,193567,193567,0
12202,Recasens,65,1279800,9082978203222262,428,4355727,860200,8602,851598
12203,Maxence Renoud,52,4099400,3599694564404139,506,7181866,2466580,24666,2441914
12204,Paulo Retre,28,2953300,9434060762055970,277,4422799,866467,0,866467
12205,Jayden Richardson,48,2669500,7264736847218629,352,5098824,4875824,4876,4870948
12206,Nico Rieble,52,2141900,9916749981029767,351,4262610,2744168,0,2744168
12207,Joe Riley,38,1629000,9042717721352244,211,2618630,1676712,0,1676712
12208,Damian Rivera,63,1829000,6698778297825575,389,4449757,1432576,144,1432432
12209,Jamie Robson,34,4891600,6286723830669974,497,7995598,4851365,0,4851365
12210,Joel Roca,48,320000,7018114151497291,196,1606634,950972,950972,0
12211,Álvaro,28,973100,3637063963505065,96,1229371,710259,0,710259
12212,Oliver Rojas,69,2184900,6378105536899540,461,5253349,4858334,4858334,0
12213,Fernando Román,42,2054500,7917523483557020,340,4076480,1547052,155,1546897
12214,Jhohan Romaña,44,4199000,7025778498482710,472,7279654,414168,0,414168
12215,Moritz Römling,40,1816200,5328379244943366,241,2950249,162308,16231,146077
12216,Tuur Rommens,66,1273600,6792417620419808,315,3103672,1026582,1026582,0
12217,Imad Rondić,55,1979600,6165772993566708,334,3939055,2739538,0,2739538
12218,Henry Rorig,26,2203000,8581703786172151,210,3103096,3029477,3029477,0
12219,Colin Rösler,33,581600,9571263083760246,90,872026,99506,9951,89555
12220,Tommy Rowe,55,3003600,3905068136627217,429,5760870,4199455,0,4199455
12221,Tobías Rubio,37,2976600,8853970242939916,339,5220802,1729380,0,1729380
12222,Morten Rüdiger,24,2248700,9404703744307394,220,3429125,393961,0,393961
12223,Alex Rufer,49,2768900,8016822512783896,352,4891878,44856,0,44856
12224,Morten Sætra,25,2140900,8772107948695201,182,2787670,2263978,2263978,0
12225,Andrea Sala,70,4818300,8081003096557633,611,8340263,6728970,67290,6661680
12226,Enes Sali,68,1035500,4089798258206877,339,3403293,2743101,274311,2468790
12227,Emiliano Saliadarre,62,4971200,6277853072392637,614,8197231,7424027,74241,7349786
12228,Justin Salmon,56,3957400,4850366158855498,476,7060351,2739528,0,2739528
12229,Hugo Salvatierra,64,2777900,4208057183057249,463,5636831,4956537,4957,4951580
12230,Nicolas Samayoa,46,3663700,7731587177097012,430,6056964,461811,461811,0
12231,Lucas Sanabria,25,3310400,5588090872740448,309,4539750,1831891,1832,1830059
12232,Theo Sander,65,3803900,8149561601682574,589,7149591,6027421,6027421,0
12233,Will Sands,53,3738100,7497688326484377,477,6576801,3657625,36577,3621048
12234,Mohammed Sangare,46,1452200,6936481840164379,270,2937586,285389,285389,0
12235,Jorge Sanguina,34,2484200,9902882276085578,263,4026325,3379853,338,3379515
12236,Antoni Sarcevic,41,4263200,5781716275798634,500,7623624,5715113,0,5715113
12237,Mouhamadou Sarr,54,592500,4587034950318152,204,1913163,1722098,173,1721925
12238,Charlie Savage,34,1959600,6959519239321022,255,3375503,2184359,21844,2162515
12239,Nicolas Schmid,33,2541800,7628979335677488,280,3933150,2578846,25789,2553057
12240,Randy Schneider,47,2447900,3311139173525017,368,4349898,4025667,4025667,0
12241,Jan-Marc Schneider,47,3405900,8009929453805528,369,5757184,2593505,25936,2567569
12242,Ryan Schofield,35,4910700,5478457292813212,486,7177209,6508866,650887,5857979
12243,Youri Schoonderwaldt,32,2588000,4414788000957767,253,3842398,1279967,1280,1278687
12244,Oscar Schwartau,63,3249000,3544261184061942,536,6980590,510961,0,510961
12245,Jan Sedlak,56,3384500,8203407938100714,472,6302871,3715541,37156,3678385
12246,Lion Semić,34,4839200,6838693795722006,409,6885796,6619629,661963,5957666
12247,Luis Sequeira,51,2118400,9059801009683750,370,4622390,4398439,0,4398439
12248,Javi Serrano,60,2003100,8930600346084045,409,4739106,76221,0,76221
12249,Zidan Sertdemir,57,3086000,8844383147621135,443,5781564,930606,930606,0
12250,Mohammed Shaker,56,2675200,5315167626341050,370,4814994,331734,332,331402
12251,Shao Puliang,30,4090900,8854662777629508,328,5531598,3294920,329492,2965428
12252,Khiry Shelton,24,2398800,8124092289825798,220,3629876,3448220,345,3447875
12253,Liam Shephard,40,771700,8483232630308615,178,1612674,521363,521363,0
12254,Sam Sherring,69,379300,4312751469924662,306,2439585,2121304,0,2121304
12255,Connor Shields,70,786600,3640487290873268,327,2895232,1972063,198,1971865
12256,Shin Kwang Hoon,56,1049600,4143417173732097,318,3018860,497773,498,497275
12257,Shola Shoretire,30,3734100,7183094700555775,332,5258827,4046949,4046949,0
12258,Patryk Sikora,66,3905300,9170823829763591,610,8095448,510271,5103,505168
12259,Matías Silva,30,2774900,7210008495375638,260,3976039,72769,7277,65492
12260,Tomás Silva,69,676900,5478310372871975,324,2895010,1012556,10126,1002430
12261,Gonzalo Silva,31,1623300,9039208886214870,170,2311875,1993626,199363,1794263
12262,Tomás Sives,59,2856900,6683788768871700,448,5258935,2067682,2068,2065614
12263,Stefan Škrbo,29,4261600,9757178201113480,421,6661620,3542655,0,3542655
12264,Maciej Śliwa,44,481000,4131987150520762,184,1578936,1154646,11547,1143099
12265,Greg Sloggett,49,922300,5233450523094749,238,2525180,1753984,0,1753984
12266,Rijad Smajić,24,687200,4820185325713582,80,857420,781405,78141,703264
12267,Matte Smets,40,978400,8576044554117928,173,1818382,391682,392,391290
12268,Will Smith,64,4242000,9386403287746408,607,8068002,7804789,0,7804789
12269,Tyler Smith,63,1000000,3290349728445848,307,2724882,1336273,1337,1334936
12270,Kacper Smoliński,57,3881600,3281460635444263,568,7858679,1348646,134865,1213781
12271,Noah Söderberg,39,3370700,6274053692658522,390,5691087,3523704,0,3523704
12272,Daniele Sommariva,68,306200,5551189229920599,324,2618430,1045064,105,1044959
12273,Matías Soria,67,1045900,7969988396695426,357,3281805,924970,925,924045
12274,Alan Sosa,46,3372400,7106896362074179,406,5556649,3623508,36236,3587272
12275,Jaushua Sotirio,64,330200,8270135300871723,281,2344352,988683,98869,889814
12276,Pedro Souto,60,3361800,9941367219666454,476,6117764,3673628,367363,3306265
12277,Adam Stejskal,38,2430000,3598591764568904,283,3666239,1632910,0,1632910
12278,Jamie Sterry,69,1783100,5515980676127812,431,4619122,4270435,0,4270435
12279,Jack Stevens,70,2729100,9717289254302543,451,5995068,2156700,2157,2154543
12280,Layton Stewart,51,1668100,4254639937718853,295,3219204,2969948,296995,2672953
12281,Manuel Stiefler,67,908500,3702122265017410,333,2961106,161115,161115,0
12282,Ianis Stoica,60,2862900,4282855920283489,501,6045725,401267,401267,0
12283,Chris Stokes,33,2623500,5010236008510570,269,3781812,2241331,224134,2017197
12284,Aidan Stone,39,4193100,3495006130226989,460,7110034,6773503,678,6772825
12285,Ignacio Suárez,66,4327700,7525014243016953,566,7303653,1388042,1388042,0
12286,Quinn Sullivan,31,2947300,5695410831535556,299,4821215,2021821,20219,2001602
12287,Levi Sutton,30,3451800,4031263283402997,308,5224024,1983840,1983840,0
12288,Mario Šuver,34,4402200,5239023870940573,376,6680795,2028728,0,2028728
12289,Zion Suzuki,61,4011000,7095617728988861,526,7025294,4793419,480,4792939
12290,Will Swan,26,3170400,9549034723802730,245,4150146,668378,0,668378
12291,Jayden Sweeney,70,509200,6677659293458286,377,2984229,1796411,179642,1616769
12292,Serafin Szota,27,1940600,4951814826672808,187,2892175,2725986,273,2725713
12293,Remigiusz Szywacz,36,4577200,7903817110405031,499,7527580,1292216,1292216,0
12294,James Talbot,53,2879600,7666451441380238,430,5521315,1981545,198155,1783390
12295,Jakob Tånnander,30,3588400,5306818317466923,303,5013238,721748,722,721026
12296,Sidnei Tavares,29,4000100,8932266250638767,379,6139227,3486157,3486157,0
12297,Jake Taylor,69,1962200,9288018091025320,420,4851762,2008556,0,2008556
12298,Richard Taylor,57,1324000,5560048183111124,343,3688083,1245338,125,1245213
12299,Franklin Tebo Uchenna,42,4470200,7482382392022274,520,7487699,612856,0,612856
12300,Semir Telalovic,35,2280100,4143209870963292,238,3548072,788662,78867,709795
12301,Dragoș Tescan,38,819200,5393068830438139,166,1614735,1062873,1062873,0
12302,Anirudh Thapa,50,2076600,7420567833167010,371,4460697,1846504,185,1846319
12303,Doug Tharme,47,2765500,8660994427381213,369,4954690,1241430,0,1241430
12304,Conor Thomas,47,1857600,5742016780241473,283,3496387,2715073,27151,2687922
12305,George Thomson,58,513100,9774242639937787,249,2054286,689366,0,689366
12306,Răzvan Tincu,40,1998100,7093693678973017,257,3323058,1741079,174108,1566971
12307,Mohammed Tolba,61,1515200,5699822836040448,359,3712918,3006076,300608,2705468
12308,Jonathan Tomkinson,44,1532300,3102924730650784,233,2824554,972311,973,971338
12309,Joe Tomlinson,54,2733600,6863435807580115,412,5494453,4923918,493,4923425
12310,Ruon Tongyik,64,4174200,8410989643755196,527,7468184,5265758,5265758,0
12311,Noel Törnqvist,56,3325100,7140669122397201,462,6490910,1154656,0,1154656
12312,Richie Towell,28,352900,7533120660052256,85,590360,225763,22577,203186
12313,Lisandru Tramoni,55,2399200,4489093761028643,395,4662344,406232,407,405825
12314,Brahim Traoré,40,4997700,8659386089327472,534,8045149,3978379,3979,3974400
12315,Chaka Traorè,66,3458800,3014050246313103,638,7514453,2740132,2741,2737391
12316,Rafa Tresaco,64,1882400,9627083094609166,380,4244337,2079906,2080,2077826
12317,Nicolò Tresoldi,53,1353000,9248265194304882,271,2967848,2151079,21511,2129568
12318,Ryan Trevitt,39,1531800,4588478325067876,215,2636156,2313941,0,2313941
12319,Driss Trichard,70,2242300,9175481409718406,474,5573045,3526912,353,3526559
12320,Antonis Tsiftsis,68,3085500,3464137829765188,507,6185339,3867676,38677,3828999
12321,Marinos Tzionis,52,3545800,6377659793963243,489,6372497,2130841,0,2130841
12322,Thor Úlfarsson,42,3035700,9805134730509746,360,5251424,515943,515943,0
12323,Victor Ulloa,28,905100,7047395234329917,129,1461844,919250,91925,827325
12324,Lukas Ullrich,66,1851300,9083104168608784,390,4329767,3384167,3384167,0
12325,Tariq Uwakwe,34,301600,3311082559983327,106,741205,361372,362,361010
12326,Tommi Vaiho,54,4372000,6166710812904222,573,8256872,4242792,0,4242792
12327,Gonzalo Valdivia,56,4481600,8811036902790391,542,8401517,271185,27119,244066
12328,Iván Valenzuela,25,769900,9116780727757539,100,1189227,551800,551800,0
12329,Gustavo Vargas,39,2999500,5210869217306119,345,5049070,3462470,346247,3116223
12330,Nikola Vasic,43,4046000,6831874129610115,481,6872647,6537633,6537633,0
12331,Agustín Vera,26,586300,3840763696665646,67,689076,511177,5112,506065
12332,Charles Vernam,53,1242200,3794330541679554,328,3405368,3156407,31565,3124842
12333,Pau Víctor,44,4114700,8869078088656715,430,6632690,5477048,0,5477048
12334,Dewar Victoria,34,2789000,5670698623471334,287,4420134,877219,0,877219
12335,Mauro Vigorito,60,3884400,8128846522389635,532,7107843,860682,8607,852075
12336,Alexis Villa,59,709700,8175976808475447,288,2374381,334974,335,334639
12337,Anderson Villacorta,47,2449000,4372381036513664,354,4219485,2776140,0,2776140
12338,Agustín Villalobos,65,949300,9956351716196322,343,3117985,1280167,1280167,0
12339,Jaime Villamil,61,4673500,7487345562256142,693,8795692,7022967,7022967,0
12340,Charlie Vindehall,69,3234400,9357300836711645,561,6882153,697808,697808,0
12341,Bohdan Viunnyk,32,1701600,5754566033836133,192,2650121,1209891,0,1209891
12342,Jakub Vojtuš,23,459800,3164184629126736,43,408184,323919,0,323919
12343,Jake Vokins,51,4303700,8301395889481297,510,7732424,2018853,202,2018651
12344,Leonardo Vonić,67,1278000,9457865980452970,384,4019961,3386034,3387,3382647
12345,Luka Vrbančić,67,841200,8354506707896293,326,3119964,850944,8510,842434
12346,Abdelwahed Wahib,57,3532800,5760580198992586,476,6462287,5307829,531,5307298
12347,Dennis Waidner,38,2476300,8789810453156654,335,4452208,3822956,0,3822956
12348,Jacob Wakeling,64,2188300,3675988287464999,455,5328860,764918,764918,0
12349,Lukas Wallner,66,369000,5399205469276455,314,2553714,41751,41751,0
12350,Wang Guoming,51,2800500,6730030802408853,384,5351109,2403342,0,2403342
12351,Wang Haijian,49,1690300,4679756189201110,294,3508234,602029,0,602029
12352,Tyrell Warren,48,1700200,7201285020619705,315,3562882,2909227,2909227,0
12353,Lukas Watkowiak,38,3617300,3052560618441018,394,5920134,4395439,439544,3955895
12354,Louie Watson,54,2126800,3458743810274297,364,4429029,3191779,0,3191779
12355,Dylan Watts,32,341300,7426932682906590,101,773318,736617,736617,0
12356,Gerrit Wegkamp,44,528300,4146816233961416,211,1865832,79130,0,79130
12357,Timon Weiner,56,896100,8124022909683151,274,2472969,2199025,220,2198805
12358,Max Weiß,59,4199300,5050100717203974,527,7436768,4983732,4983732,0
12359,Josef Welzmüller,65,1625100,4789975151760346,368,4211372,160848,1609,159239
12360,Marcel Wenig,56,1302000,8776564927689057,357,3501365,463205,0,463205
12361,Magnus Westergaard,45,848500,5226121106246447,214,2089435,1264997,1264997,0
12362,Harvey White,39,435200,7555773546019329,168,1410636,185004,186,184818
12363,Tom White,55,3525400,3999967182207844,483,6807741,1033678,104,1033574
12364,Jannes Wieckhoff,26,1702900,7529978332509193,175,2488338,1629546,163,1629383
12365,Conor Wilkinson,56,4636800,8398091304797557,563,8263994,6129963,6129963,0
12366,Loïc Williams,25,3454300,5072509131431227,259,4831361,619786,619786,0
12367,Roan Wilson,67,2429700,8602400389633440,444,5114927,3466627,0,3466627
12368,Fabian Windhager,25,1373300,3497259266572728,93,1653582,468226,468226,0
12369,Felix Vrede Winther,41,3851200,8221629604134588,417,6089280,1225645,122565,1103080
12370,Łukasz Wolsztyński,24,3964300,4844172121636104,344,5999973,2914577,2914577,0
12371,Gary Woods,28,2778200,5548522142638268,271,3903033,939477,93948,845529
12372,Joscha Wosz,49,2656100,4231231952550962,337,4630628,2314379,2314379,0
12373,Arkadiusz Woźniak,62,3655800,4375612344773271,561,7430991,1416799,141680,1275119
12374,D'Margio Wright-Phillips,50,2308100,8208556647699613,325,4548764,2960867,296087,2664780
12375,Xu Jiamin,69,371500,5981354166808753,316,2563157,1854010,1855,1852155
12376,François Yabré,46,1090200,6888563610571782,245,2498336,2194630,21947,2172683
12377,Yang Kuo,23,391600,8830670049415128,39,287601,98888,989,97899
12378,Yang Xiaotian,61,3895700,8113925276895031,516,6820679,1373410,0,1373410
12379,Yang Hyung Mo,47,820800,6344639974227351,216,2104797,2045317,2045317,0
12380,Yang Yun,47,3802100,3932260520923280,513,6881176,1418408,0,1418408
12381,Kusini Yengi,62,1708700,6440171100416682,354,3676905,706025,70603,635422
12382,Yi Teng,47,3506600,5870743886189792,447,6120155,4405639,0,4405639
12383,Yu Je Ho,33,4401000,6910320081720163,390,6816842,6525937,652594,5873343
12384,Yu Yang,25,1318300,6935426767284122,160,2035919,1314622,1314622,0
12385,Hampus Zackrisson,22,854600,8472324542729243,34,708829,564093,0,564093
12386,Kamil Zapolnik,70,4010800,4147876341684188,546,7643083,6417569,6417569,0
12387,Eriq Zavaleta,30,1745200,5999874477525172,195,2701950,2533515,25336,2508179
12388,Lequincio Zeefuik,70,1476000,8273628808550267,410,4114744,170536,17054,153482
12389,Ajdin Zeljković,64,2340200,7102055324737391,466,5337190,1922000,192200,1729800
12390,Nathan Zézé,57,2935900,6826937373011958,435,5528775,2041230,0,2041230
12391,Zhang Wei,44,4141900,4920576691291561,496,7483003,4775428,0,4775428
12392,Zhang Xiaobin,57,2363700,8156736338782244,405,4703325,3832684,3833,3828851
12393,Zhang Yan,42,1538200,5255350074740547,230,2824255,1715693,172,1715521
